# Species	Genes	Alg.-Conn.	Anoxybacillus_flavithermus_WK1_ASM1904v1_genomic.g2d.faa	Bacillus_amyloliquefaciens_XH7_ASM22164v1_genomic.g2d.faa	Bacillus_anthracis_Ames_ASM83306v1_genomic.g2d.faa	Bacillus_clausii_KSM-K16_ASM982v1_genomic.g2d.faa	Bacillus_licheniformis_DSM_13___ATCC_14580_ASM842v1_genomic.g2d.faa	Bacillus_licheniformis_SCDB_14_ASM207409v1_genomic.g2d.faa	Bacillus_megaterium_DSM_319_ASM2580v1_genomic.g2d.faa	Bacillus_subtilis_subsp_subtilis_str_168_ASM904v1_genomic.g2d.faa	Bacillus_thuringiensis_BMB171_ASM9216v1_genomic.g2d.faa	Clostridioides_difficile_630_ASM920v1_genomic.g2d.faa	Clostridium_acetobutylicum_ATCC_824_ASM876v1_genomic.g2d.faa	Clostridium_beijerinckii_NCIMB_8052_ASM1696v1_genomic.g2d.faa	Clostridium_botulinum_A_str_ATCC_3502_ASM6358v1_genomic.g2d.faa	Clostridium_kluyveri_DSM_555_ASM1650v1_genomic.g2d.faa	Clostridium_novyi_NT_ASM1412v1_genomic.g2d.faa	Clostridium_perfringens_ATCC_13124_ASM1328v1_genomic.g2d.faa	Clostridium_tetani_E88_Massachusetts_substr_E88_ASM762v1_genomic.g2d.faa	Corynebacterium_glutamicum_CP_ASM144786v2_genomic.g2d.faa	Enterococcus_faecalis_V583_ASM778v1_genomic.g2d.faa	Geobacillus_kaustophilus_HTA426_ASM978v1_genomic.g2d.faa	Lactobacillus_acidophilus_NCFM_ASM1198v1_genomic.g2d.faa	Lactobacillus_brevis_ATCC_367_ASM1446v1_genomic.g2d.faa	Lactobacillus_casei_BL23_ASM2648v1_genomic.g2d.faa	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_ASM1440v1_genomic.g2d.faa	Lactobacillus_fermentum_IFO_3956_ASM1014v1_genomic.g2d.faa	Lactobacillus_helveticus_DPC_4571_ASM1538v1_genomic.g2d.faa	Lactobacillus_johnsonii_NCC_533_ASM806v1_genomic.g2d.faa	Lactobacillus_pentosus_BGM48_ASM285001v1_genomic.g2d.faa	Lactobacillus_plantarum_WCFS1_NCIMB8826_ASM20385v3_genomic.g2d.faa	Lactobacillus_reuteri_JCM_1112_ASM1000v1_genomic.g2d.faa	Lactobacillus_rhamnosus_GG_ASM335345v1_genomic.g2d.faa	Lactobacillus_sakei_DS4_ASM295365v1_genomic.g2d.faa	Lactobacillus_salivarius_UCC118_ASM892v1_genomic.g2d.faa	Lactococcus_lactis_subsp_cremoris_MG1363_ASM942v1_genomic.g2d.faa	Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293_ASM1444v1_genomic.g2d.faa	Oenococcus_oeni_PSU-1_ASM1438v1_genomic.g2d.faa	Paenibacillus_polymyxa_SQR-21_SQR21_ASM59798v1_genomic.g2d.faa	Pediococcus_pentosaceus_ATCC_25745_ASM1450v1_genomic.g2d.faa	Staphylococcus_aureus_subsp_aureus_NCTC_8325_ASM1342v1_genomic.g2d.faa	Streptococcus_agalactiae_2603V_R_ASM726v1_genomic.g2d.faa	Streptococcus_anginosus_J4211_ASM141263v1_genomic.g2d.faa	Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124_ASM1070v1_genomic.g2d.faa	Streptococcus_equi_subsp_zooepidemicus_MGCS10565_MGCS10565_ATCC_BAA1716_ASM2076v1_genomic.g2d.faa	Streptococcus_gallolyticus_UCN34_ASM2718v1_genomic.g2d.faa	Streptococcus_gordonii_str_Challis_substr_CH1_ASM1700v1_genomic.g2d.faa	Streptococcus_intermedius_JTH08_ASM30680v1_genomic.g2d.faa	Streptococcus_lutetiensis_033_ASM44153v1_genomic.g2d.faa	Streptococcus_mitis_B6_ASM2716v1_genomic.g2d.faa	Streptococcus_mutans_UA159_ASM746v2_genomic.g2d.faa	Streptococcus_pneumoniae_D39_ASM1436v2_genomic.g2d.faa	Streptococcus_pyogenes_HSC5_ASM42204v1_genomic.g2d.faa	Streptococcus_pyogenes_MGAS5005_ASM1176v2_genomic.g2d.faa	Streptococcus_suis_P1_7_ASM9190v1_genomic.g2d.faa	Streptococcus_thermophilus_CNRZ1066_ASM1184v1_genomic.g2d.faa	Streptococcus_uberis_0140J_ASM954v1_genomic.g2d.faa	Tetragenococcus_halophilus_MJ4_ASM171281v1_genomic.g2d.faa
35	35	0.00153	Aflv_0907	BAXH7_02590	BF25_RS03650	*	BLi02645	B14_RS09070	BMD_4478	BSU24700	BMB171_C3908	*	*	*	*	*	*	*	*	*	*	GK2432	*	*	LCABL_11900	*	LAF_0547	*	*	BB562_06250	lp_2246	*	DU507_05165	C0213_07215	LSL_0427	llmg_2405	*	*	*	PEPE_1235	SAOUHSC_01639	*	SanJ4211_0221	SDEG_0137	Sez_0118	GALLO_0090	SGO_1921	SCIM_RS08230	KE3_RS00250	smi_0208	SMU_1983	SPD_1860	L897_00690	M5005_Spy0089	SSU0129	str1862	SUB0121	AC806_RS01075
5	5	0.177	*	*	BF25_RS14985	*	*	*	*	*	BMB171_C1846	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_028890	*	*	*	SanJ4211_1139c	*	*	*	*	SCIM_RS05945	*	*	*	*	*	*	*	*	*	*
5	6	0.321	*	*	BF25_RS12835	*	*	*	BMD_4615	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	lp_1982	*	*	*	*	*	LEUM_1281	OEOE_0588,OEOE_0378	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.158	*	*	*	ABC3264	*	*	*	*	*	CD630_02100	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_013760	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SSU1232	*	*	AC806_RS04160
10	12	0.269	*	BAXH7_00574	*	*	BLi00603	B14_RS18775	BMD_3470	BSU06230,BSU08260,BSU17630	*	*	*	*	*	*	*	*	*	AC079_01090	*	*	*	*	LCABL_02160	*	*	*	*	*	lp_3611	*	DU507_01370	*	*	*	*	OEOE_0478	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.107	*	*	*	*	*	*	*	*	BMB171_C2659	*	*	*	*	*	*	*	*	AC079_07515	*	*	*	*	*	*	*	*	*	BB562_15560	*	*	DU507_12475	*	*	llmg_2066	LEUM_1077	*	*	PEPE_1802	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
11	15	0.363	*	*	*	*	*	*	*	*	*	*	*	Cbei_0340	*	*	*	*	*	*	EF_3310	*	*	*	LCABL_04240,LCABL_29060	*	*	*	*	BB562_02715,BB562_03880	lp_3623,lp_3657	*	DU507_14195,DU507_01750	*	LSL_1894	*	*	*	*	*	*	*	*	*	Sez_0204	*	*	*	*	*	SMU_308	*	*	*	*	*	SUB1705	AC806_RS02780
7	7	0.229	*	BAXH7_01763	*	ABC3342	BLi01923	B14_RS12720	*	BSU16990	*	CD630_04900	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SAOUHSC_00219	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.234	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LCABL_30350	*	*	*	*	BB562_04825	lp_0584	*	*	*	*	llmg_0070	LEUM_1917	*	*	*	*	*	SanJ4211_1485	*	*	*	SGO_0498	SCIM_RS06850	*	*	*	*	*	*	*	*	*	*
17	19	0.104	Aflv_1398	*	BF25_RS04460	ABC3917	BLi03184	B14_RS06385	BMD_2226	*	BMB171_C3742	*	*	*	*	*	*	*	CTC_01985	*	*	GK1621	*	LVIS_0409	LCABL_24250	LBUL_1588	*	*	*	BB562_07805,BB562_01500	lp_1958,lp_0326	*	DU507_11665	C0213_07780	*	*	*	OEOE_1802	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
16	20	0.173	*	BAXH7_00379	BF25_RS29195	ABC3707	BLi02566	B14_RS09470	BMD_0838,BMD_1054,BMD_1796,BMD_3374	BSU03930	BMB171_C4353	*	*	*	*	*	*	*	*	*	EF_2382	*	*	*	LCABL_23550	*	LAF_0824	*	*	BB562_02165,BB562_03460	*	*	DU507_11390	*	LSL_0144	*	*	OEOE_0373	*	PEPE_0073	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.317	*	*	*	ABC3133	*	*	*	*	*	CD630_16070	*	*	*	*	*	CPF_2288	*	*	*	*	LBA1188	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.347	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC079_12320	*	*	*	*	*	*	*	*	LJ_0376	*	*	LAR_1706	*	C0213_02110	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.234	*	*	*	ABC3762	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LVIS_2009	*	*	*	*	*	BB562_02480	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	str0704	*	*
4	4	0.325	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	BB562_07080	lp_2084	*	*	*	*	*	*	*	*	*	*	*	*	*	Sez_1138	*	*	SCIM_RS00815	*	*	*	*	*	*	*	*	*	*
14	14	0.0576	Aflv_0729	BAXH7_02773	*	ABC2075	BLi02884	B14_RS07865	BMD_3062	BSU27580	*	CD630_13040	*	*	*	*	*	*	*	*	*	GK3255	*	*	LCABL_17510	*	*	*	*	BB562_07700	*	*	DU507_08195	C0213_05105	*	*	*	*	*	PEPE_1117	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
22	22	0.0708	*	*	BF25_RS25605	ABC4057	BLi03039	B14_RS07080	BMD_0775	BSU28920	BMB171_C5035	CD630_26010	CA_C1670	Cbei_0556	CBO3308	CKL_2804	NT01CX_1258	CPF_0498	CTC_01979	*	EF_3196	*	*	*	*	*	*	*	*	*	*	*	*	C0213_08260	*	*	*	OEOE_0885	PPSQR21_037660	*	SAOUHSC_00231	SAG1016	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC806_RS05850
7	8	0.232	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LCABL_00710	LBUL_0430	LAF_1464	*	*	*	*	*	DU507_00450	C0213_09775	*	llmg_1559,llmg_0694	*	*	*	PEPE_0408	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.255	*	*	BF25_RS19665	*	BLi02346	B14_RS10545	BMD_1437	*	BMB171_C0955	*	CA_C2571	*	*	*	*	CPF_0811	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
9	9	0.28	*	*	BF25_RS20860	*	*	*	BMD_1016	*	*	*	*	Cbei_1920	CBO1342	*	*	*	*	*	EF_0458	*	*	*	LCABL_29740	*	*	*	LJ_0528	*	*	*	DU507_14470	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SCIM_RS00500	*	*	*	*	*	*	*	*	*	*
22	22	0.142	Aflv_1536	BAXH7_01774	BF25_RS06300	ABC2206	BLi01911	B14_RS12775	BMD_4112	BSU16870	BMB171_C3454	*	*	*	*	*	*	CPF_2182	*	*	*	GK1289	LBA0662	*	LCABL_10320	LBUL_0532	*	lhv_0710	LJ_0836	*	*	*	DU507_04620	C0213_02575	LSL_1133	*	*	*	PPSQR21_020340	PEPE_1280	SAOUHSC_01257	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
13	13	0.25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	CTC_01112	*	EF_1583	*	*	LVIS_1799	*	*	*	*	*	*	*	*	*	C0213_02895	*	*	*	*	*	*	*	SAG1912	*	SDEG_0815	Sez_1097	GALLO_1307	SGO_1138	*	KE3_RS06705	*	*	*	L897_03500	M5005_Spy0664	*	str0869	*	*
12	13	0.222	*	BAXH7_03103	BF25_RS14295	ABC0979	BLi03269	B14_RS05960	*	BSU31050	BMB171_C1957	*	*	Cbei_4552,Cbei_1937	*	CKL_2405	*	*	CTC_00506	*	*	GK1952	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC806_RS02250
37	38	0.208	Aflv_2129	BAXH7_02424	BF25_RS19180	ABC1239	BLi01236	B14_RS15545	BMD_0710	BSU11470	BMB171_C1043	CD630_26700	CA_C3641,CA_C3635	*	*	*	*	CPF_2551	*	*	EF_0912	GK0815	*	LVIS_1765	LCABL_22420	*	*	lhv_0220	*	BB562_11130	lp_1265	*	DU507_10775	C0213_03940	LSL_1695	llmg_0367	LEUM_1928	OEOE_0845	PPSQR21_033630	PEPE_0400	SAOUHSC_00926	SAG0152	*	SDEG_1926	Sez_0283	GALLO_0328	*	*	KE3_RS01355	*	SMU_259	*	*	*	*	str0178	SUB1621	AC806_RS09470
14	17	0.357	Aflv_2736	*	BF25_RS26110	ABC3889	*	*	BMD_5168	*	BMB171_C4937	CD630_10540	CA_C2711	Cbei_0322,Cbei_2035,Cbei_2883	CBO3199	CKL_0455	NT01CX_0473	CPF_2584	CTC_00710,CTC_02426	*	*	GK3393	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
15	15	0.272	Aflv_1592	*	BF25_RS22215	ABC0354	*	*	BMD_0464	*	BMB171_C0489	*	CA_C0428	*	*	*	*	*	*	*	EF_2905	*	*	*	LCABL_29640	*	*	lhv_1748	LJ_0656	BB562_10810	lp_1326	*	DU507_14435	*	*	*	*	OEOE_1458	PPSQR21_012620	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.366	*	*	*	ABC3448	BLi02590	B14_RS09355	*	BSU24190	*	*	*	*	*	*	*	*	*	*	*	*	*	LVIS_0732	*	*	LAF_0830	*	*	*	*	*	*	*	LSL_0899	*	*	*	*	*	SAOUHSC_01739	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.285	*	*	*	*	*	*	*	*	*	CD630_35860	CA_C0525	Cbei_2048	*	CKL_2612	*	*	CTC_01918	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.164	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LBUL_0387	LAF_1178	*	*	BB562_15845	*	*	*	*	LSL_0922	*	*	*	*	PEPE_1056	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.161	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LVIS_0164	*	LBUL_0022	*	*	*	BB562_10760	lp_1355	*	*	*	*	*	*	*	*	PEPE_0083	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
55	55	0.041	Aflv_2839	BAXH7_04172	BF25_RS25490	ABC4098	BLi04334	B14_RS00845	BMD_5244	BSU40400	BMB171_C5065	CD630_26370	CA_C1701	Cbei_1126	CBO2526	CKL_1347	*	CPF_2010	CTC_01131	AC079_14795	EF_1194	GK3473	LBA0079	LVIS_0030	LCABL_30120	LBUL_0112	LAF_0016	lhv_0096	LJ_0066	BB562_00155	lp_0037	LAR_0019	DU507_14650	C0213_00385	LSL_0036	llmg_0413	LEUM_1949	OEOE_0106	PPSQR21_051370	PEPE_1796	SAOUHSC_00021	SAG0720	SanJ4211_0696	SDEG_0570	Sez_1395	GALLO_1553	SGO_0780	SCIM_RS03780	KE3_RS07335	smi_1176	SMU_1516	SPD_1084	L897_02375	M5005_Spy0436	SSU1190	str1159	SUB0553	AC806_RS03855
15	16	0.113	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LBA1145	*	*	LBUL_0947	LAF_0940	lhv_1253	LJ_1177	*	*	LAR_0930	DU507_07440	C0213_05600	LSL_1797	*	*	*	PPSQR21_025080,PPSQR21_026550	*	*	SAG0978	SanJ4211_0941	*	Sez_1006	*	*	*	*	*	SMU_1034c	*	*	*	*	str1008	*	*
26	27	0.186	*	BAXH7_00533	BF25_RS09995	ABC3428	BLi03831	B14_RS03195	BMD_2194,BMD_3630	BSU26970	BMB171_C2803	*	CA_C3375	*	*	*	*	*	*	*	*	GK0938	*	LVIS_0869	LCABL_24040	*	LAF_0169	*	LJ_1120	BB562_09145	lp_1665	LAR_1489	*	C0213_05400	*	llmg_0955	*	*	PPSQR21_050400	PEPE_0076	*	*	*	*	*	GALLO_1932	SGO_1774	*	*	*	SMU_1867c	*	*	*	SSU1217	str0936	*	*
15	15	0.0953	Aflv_2439	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	GKP13	*	LVIS_0812	LCABL_16380	*	*	*	*	*	*	*	*	*	*	llmg_1270	*	*	*	*	*	*	*	SDEG_0970	*	*	SGO_1126	SCIM_RS04840	KE3_RS04645	smi_1059	*	SPD_1023	L897_04515	M5005_Spy0913	SSU0825	*	SUB0913	*
8	8	0.315	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	CPF_2344	*	*	*	*	*	*	*	*	*	*	*	BB562_16115	lp_3638	*	*	*	*	*	*	*	PPSQR21_035880	*	*	*	*	SDEG_1578	Sez_1497	*	*	*	*	*	*	*	L897_06490	M5005_Spy1305	*	*	*	*
15	15	0.432	*	*	*	*	*	*	*	*	*	*	*	Cbei_4554	*	*	*	*	*	*	EF_0369	*	*	*	LCABL_14100	*	*	*	*	*	*	*	*	C0213_04975	*	llmg_1817	*	*	*	*	*	SAG0340	*	*	Sez_1297	GALLO_0332	*	*	KE3_RS01885	*	SMU_1747c	*	L897_02840	M5005_Spy0528	SSU1610	*	SUB0618	AC806_RS10840
11	12	0.592	Aflv_1933	*	BF25_RS04830	*	BLi01610	B14_RS14255	BMD_1292	*	BMB171_C3674	*	CA_C0375	*	CBO3154	*	*	*	*	*	*	GK1035	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LEUM_1232,LEUM_0921	*	PPSQR21_035160	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
10	10	0.69	*	BAXH7_02173	*	ABC0783	BLi01400	B14_RS14735	BMD_1463	BSU13000	*	*	CA_C3628	Cbei_4929	CBO3146	*	NT01CX_1744	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
19	19	0.552	Aflv_0141	BAXH7_00153	BF25_RS24565	ABC0192	BLi00171	B14_RS20995	BMD_0169	BSU01530	BMB171_C0141	CD630_01060	CA_C3092	Cbei_0188	CBO3443	CKL_0300	NT01CX_1152	CPF_2676	CTC_02570	*	*	GK0142	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_045010	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.978	*	*	*	*	*	*	*	*	*	*	*	*	CBO1403	CKL_2412	NT01CX_0993	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	CBO1049	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_010080	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.803	*	*	*	*	*	*	*	*	*	CD630_04850	*	*	*	*	*	*	*	*	*	*	*	*	LCABL_05270	*	*	*	*	*	*	*	DU507_02810	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.894	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	smi_1367	*	*	L897_05255	M5005_Spy1050	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	Cbei_4545	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	OEOE_1681	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.325	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	BB562_15835	lp_3604	*	*	*	*	*	LEUM_0128	*	PPSQR21_010460	PEPE_1055	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.764	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LCABL_00580	*	*	*	*	BB562_03330	*	LAR_0268	DU507_00345	*	*	*	*	OEOE_0937	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC806_RS02315
4	4	0.944	*	BAXH7_00268	*	*	BLi00341	B14_RS20080	*	BSU02830	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.444	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LVIS_0154	LCABL_21000	*	*	*	LJ_0925	BB562_15190	*	*	DU507_10120	*	*	llmg_0967	LEUM_0963	*	*	PEPE_0416	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	BF25_RS14840	*	*	*	BMD_1924	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.281	*	*	*	*	*	*	*	*	*	*	*	Cbei_3915	*	CKL_1463	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	C0213_03650	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.37	*	*	BF25_RS09380	*	BLi01359	B14_RS14940	BMD_1774	BSU12360	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	llmg_0339	LEUM_0117	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	CKL_0344	*	*	*	*	*	*	*	LVIS_1599	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LAF_1158	lhv_1974	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	DU507_09940	C0213_09995	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	Cbei_4438	*	CKL_2039	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LVIS_1618	*	*	*	*	*	*	*	LAR_1638	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LAF_1699	*	*	*	*	LAR_1338	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.685	*	BAXH7_00922	*	*	BLi01012	B14_RS16740	*	BSU09450	*	*	*	*	*	CKL_0675	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	llmg_0069	*	*	*	*	*	*	*	*	Sez_0050	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC079_04040	*	*	*	*	*	LBUL_1863	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	BB562_09205	*	*	*	*	*	*	*	*	*	*	*	*	SanJ4211_1872	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	Aflv_1341	*	*	ABC1970	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.239	*	*	*	ABC3614	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	DU507_14305	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC806_RS02680
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	DU507_12675	*	*	*	*	OEOE_1263	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.749	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LCABL_21990	*	*	*	*	*	*	*	DU507_10565	*	*	*	*	*	*	PEPE_1781	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.876	*	*	*	*	*	*	*	*	*	*	*	*	CBO2166	CKL_0743	NT01CX_0026	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.873	*	*	*	*	*	*	BMD_3625	*	*	*	*	Cbei_1480	*	*	*	*	*	*	*	GK1480	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.298	*	BAXH7_00314	*	ABC3413	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	lp_2873	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SUB1076	*
